THE_DATE;YEAR;QUARTER;PERIOD;DAY;DATE_DAYS;DATE_PATTERN
2010/09/04;2010;3;9;4;40392;CL
2010/09/05;2010;3;9;5;40393;CL
2010/09/06;2010;3;9;6;40394;CL
2010/09/07;2010;3;9;7;40395;CL
2010/09/08;2010;3;9;8;40396;CL
2010/09/09;2010;3;9;9;40397;CL
2010/09/10;2010;3;9;10;40398;CL
2010/09/11;2010;3;9;11;40399;CL
2010/09/12;2010;3;9;12;40400;CL
2010/09/13;2010;3;9;13;40401;CL
2010/09/14;2010;3;9;14;40402;CL
2010/09/15;2010;3;9;15;40403;CL
2010/09/16;2010;3;9;16;40404;CL
2010/09/17;2010;3;9;17;40405;CL
2010/09/18;2010;3;9;18;40406;CL
2010/09/19;2010;3;9;19;40407;CL
2010/09/20;2010;3;9;20;40408;CL
2010/09/21;2010;3;9;21;40409;CL
2010/09/22;2010;3;9;22;40410;CL
2010/09/23;2010;3;9;23;40411;CL
2010/09/24;2010;3;9;24;40412;CL
2010/09/25;2010;3;9;25;40413;CL
2010/09/26;2010;3;9;26;40414;CL
2010/09/27;2010;3;9;27;40415;CL
2010/09/28;2010;3;9;28;40416;CL
2010/09/29;2010;3;9;29;40417;CL
2010/09/30;2010;3;9;30;40418;CL
2010/10/01;2010;4;10;1;40419;CL
2010/10/02;2010;4;10;2;40420;CL
2010/10/03;2010;4;10;3;40421;CL
2010/10/04;2010;4;10;4;40422;CL
2010/10/05;2010;4;10;5;40423;CL
2010/10/06;2010;4;10;6;40424;CL
2010/10/07;2010;4;10;7;40425;CL
2010/10/08;2010;4;10;8;40426;CL
2010/10/09;2010;4;10;9;40427;CL
2010/10/10;2010;4;10;10;40428;CL
2010/10/11;2010;4;10;11;40429;CL
2010/10/12;2010;4;10;12;40430;CL
2010/10/13;2010;4;10;13;40431;CL
2010/10/14;2010;4;10;14;40432;CL
2010/10/15;2010;4;10;15;40433;CL
2010/10/16;2010;4;10;16;40434;CL
2010/10/17;2010;4;10;17;40435;CL
2010/10/18;2010;4;10;18;40436;CL
2010/10/19;2010;4;10;19;40437;CL
2010/10/20;2010;4;10;20;40438;CL
2010/10/21;2010;4;10;21;40439;CL
2010/10/22;2010;4;10;22;40440;CL
2010/10/23;2010;4;10;23;40441;CL
2010/10/24;2010;4;10;24;40442;CL
2010/10/25;2010;4;10;25;40443;CL
2010/10/26;2010;4;10;26;40444;CL
2010/10/27;2010;4;10;27;40445;CL
2010/10/28;2010;4;10;28;40446;CL
2010/10/29;2010;4;10;29;40447;CL
2010/10/30;2010;4;10;30;40448;CL
2010/10/31;2010;4;10;31;40449;CL
2010/11/01;2010;4;11;1;40450;CL
2010/11/02;2010;4;11;2;40451;CL
2010/11/03;2010;4;11;3;40452;CL
2010/11/04;2010;4;11;4;40453;CL
2010/11/05;2010;4;11;5;40454;CL
2010/11/06;2010;4;11;6;40455;CL
2010/11/07;2010;4;11;7;40456;CL
2010/11/08;2010;4;11;8;40457;CL
2010/11/09;2010;4;11;9;40458;CL
2010/11/10;2010;4;11;10;40459;CL
2010/11/11;2010;4;11;11;40460;CL
2010/11/12;2010;4;11;12;40461;CL
2010/11/13;2010;4;11;13;40462;CL
2010/11/14;2010;4;11;14;40463;CL
2010/11/15;2010;4;11;15;40464;CL
2010/11/16;2010;4;11;16;40465;CL
2010/11/17;2010;4;11;17;40466;CL
2010/11/18;2010;4;11;18;40467;CL
2010/11/19;2010;4;11;19;40468;CL
2010/11/20;2010;4;11;20;40469;CL
2010/11/21;2010;4;11;21;40470;CL
2010/11/22;2010;4;11;22;40471;CL
2010/11/23;2010;4;11;23;40472;CL
2010/11/24;2010;4;11;24;40473;CL
2010/11/25;2010;4;11;25;40474;CL
2010/11/26;2010;4;11;26;40475;CL
2010/11/27;2010;4;11;27;40476;CL
2010/11/28;2010;4;11;28;40477;CL
2010/11/29;2010;4;11;29;40478;CL
2010/11/30;2010;4;11;30;40479;CL
2010/12/01;2010;4;12;1;40480;CL
2010/12/02;2010;4;12;2;40481;CL
2010/12/03;2010;4;12;3;40482;CL
2010/12/04;2010;4;12;4;40483;CL
2010/12/05;2010;4;12;5;40484;CL
2010/12/06;2010;4;12;6;40485;CL
2010/12/07;2010;4;12;7;40486;CL
2010/12/08;2010;4;12;8;40487;CL
2010/12/09;2010;4;12;9;40488;CL
2010/12/10;2010;4;12;10;40489;CL
2010/12/11;2010;4;12;11;40490;CL
2010/12/12;2010;4;12;12;40491;CL
2010/12/13;2010;4;12;13;40492;CL
2010/12/14;2010;4;12;14;40493;CL
2010/12/15;2010;4;12;15;40494;CL
2010/12/16;2010;4;12;16;40495;CL
2010/12/17;2010;4;12;17;40496;CL
2010/12/18;2010;4;12;18;40497;CL
2010/12/19;2010;4;12;19;40498;CL
2010/12/20;2010;4;12;20;40499;CL
2010/12/21;2010;4;12;21;40500;CL
2010/12/22;2010;4;12;22;40501;CL
2010/12/23;2010;4;12;23;40502;CL
2010/12/24;2010;4;12;24;40503;CL
2010/12/25;2010;4;12;25;40504;CL
2010/12/26;2010;4;12;26;40505;CL
2010/12/27;2010;4;12;27;40506;CL
2010/12/28;2010;4;12;28;40507;CL
2010/12/29;2010;4;12;29;40508;CL
2010/12/30;2010;4;12;30;40509;CL
2010/12/31;2010;4;12;31;40510;CL
